證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"2535","達欣工","459532","23779578","50.70","52.30","50.70","52.00","0.4000","450"
"2536","宏普","553779","18927328","34.25","34.45","34.00","34.10","-0.4500","406"
"2537","聯上發","5224293","88355399","16.70","17.25","16.45","17.05","0.3500","1835"
"2538","基泰","588520","10036461","17.00","17.20","16.85","17.15","0.1000","263"
"2539","櫻花建","386014","26195951","67.90","68.40","67.00","68.40","0.9000","404"
"2540","愛山林","2037873","301983969","147.00","153.00","142.50","152.00","4.0000","1776"
"2542","興富發","4198975","185473058","44.30","44.60","43.75","44.35","-0.1500","2499"
"2543","皇昌","12351792","684781328","52.60","57.00","51.00","56.40","4.1000","6008"
"2545","皇翔","1223891","71425570","58.80","59.00","57.60","58.50","-0.3000","1022"
"2546","根基","315299","29097144","92.00","93.30","91.30","92.60","0.4000","445"
"2547","日勝生","1711503","17890979","10.45","10.55","10.40","10.45","-0.0500","726"
"2548","華固","3415701","525623115","152.00","157.50","149.50","157.00","3.0000","2748"
"2597","潤弘","227199","39483560","172.50","175.00","171.50","173.50","0.0000","298"
"2601","益航","2420943","19634255","8.03","8.15","8.03","8.14","0.1000","867"
"2603","長榮","70624918","15372004403","212.00","221.00","212.00","219.50","10.5000","40489"
"2605","新興","8679686","247005022","28.10","28.70","28.10","28.60","0.6000","3781"
"2606","裕民","4545117","261350768","56.70","58.00","56.70","57.60","0.5000","2823"
"2607","榮運","2058732","66259962","32.05","32.40","31.85","32.25","0.2000","1308"
"2608","嘉里大榮","350276","14953672","43.00","43.00","42.50","42.80","-0.2000","402"
"2609","陽明","33052208","2418464621","72.00","74.00","72.00","73.50","2.2000","19653"
"2610","華航","44777730","992303747","21.85","22.45","21.75","22.40","0.3500","13178"
"2611","志信","9579560","296908966","30.00","31.50","29.95","30.85","0.7500","4832"
"2612","中航","307435","14431353","46.80","47.10","46.75","47.05","0.6500","250"
"2613","中櫃","12850204","414940330","33.30","33.90","30.75","31.65","-1.6500","6884"
"2614","東森","524830","10295174","19.75","19.75","19.55","19.60","-0.1500","955"
"2615","萬海","18245088","1346880040","72.20","74.90","72.20","74.90","3.8000","13012"
"2616","山隆","409940","10727074","26.30","26.40","26.10","26.15","-0.2000","820"
"2617","台航","2512476","90314011","35.35","36.40","35.25","36.25","0.6000","1264"
"2618","長榮航","85020616","2994711559","34.95","35.50","34.70","35.50","0.3000","28399"
"2630","亞航","4034164","170281736","42.15","43.00","41.90","41.90","-1.0500","3400"
"2633","台灣高鐵","3677544","110536963","30.20","30.20","30.00","30.05","-0.0500","1410"
"2634","漢翔","13220528","735417780","56.00","56.10","55.10","55.90","-0.4000","9622"
"2636","台驊投控","2262814","243254363","106.00","109.50","106.00","107.50","2.5000","1770"
"2637","慧洋-KY","3539662","254345641","71.50","72.70","71.30","71.60","-0.1000","3030"
"2642","宅配通","68280","2599806","38.20","38.20","38.00","38.15","-0.0500","268"
"2645","長榮航太","914829","100543619","109.50","110.50","109.00","110.50","1.0000","959"
"2701","萬企","473395","6304520","13.20","13.50","13.15","13.45","0.1500","190"
"2702","華園","59419","1149924","19.15","19.40","19.15","19.30","0.0000","185"
"2704","國賓","556068","37953796","68.30","69.00","67.70","68.00","-0.7000","530"
"2705","六福","734598","14153409","19.35","19.40","19.10","19.30","-0.1000","512"
"2706","第一店","878971","14199138","16.05","16.25","16.05","16.20","0.1500","294"
"2707","晶華","772651","184445900","233.50","243.00","232.00","243.00","7.0000","3996"
"2712","遠雄來","19185","573026","29.90","30.00","29.75","30.00","0.0500","22"
"2722","夏都","253779","14268871","55.10","57.70","54.70","57.40","1.0000","240"
"2723","美食-KY","314958","28291440","89.80","90.40","89.50","90.30","0.3000","301"
"2727","王品","699646","158720813","227.00","228.00","225.00","228.00","1.5000","1164"
"2731","雄獅","2981369","450004276","148.50","153.50","146.50","153.50","2.5000","2613"
"2739","寒舍","1524216","90494584","59.80","60.30","58.50","60.00","1.0000","1229"
"2748","雲品","676076","47044248","69.50","70.60","68.80","70.60","0.6000","659"
"2753","八方雲集","307472","51563618","166.50","169.50","165.50","167.50","1.0000","331"
"2762","世界健身-KY","79702","7551941","94.60","95.10","94.40","95.10","0.5000","132"
"2801","彰銀","9455888","173629605","18.30","18.45","18.30","18.40","0.0500","2142"
"2809","京城銀","8125056","514178676","62.50","64.00","62.00","63.70","0.1000","5771"
"2812","台中銀","3478559","63315822","18.15","18.35","18.05","18.30","0.1500","1684"
"2816","旺旺保","486243","15965835","32.80","33.10","32.55","33.00","-0.1500","371"
"2820","華票","587111","9000622","15.35","15.35","15.30","15.30","-0.0500","264"
"2832","台產","228005","6402781","28.00","28.15","27.90","28.10","0.0000","216"
"2834","臺企銀","12483850","210992229","16.90","17.00","16.80","16.90","-0.0500","4736"
"2836","高雄銀","1716306","19974467","11.60","11.70","11.55","11.65","0.0500","633"
"2836A","高雄銀甲特","3180","67230","21.15","21.15","21.15","21.15","0.1000","4"
"2838","聯邦銀","1125886","17665690","15.65","15.75","15.65","15.70","0.0000","331"
"2838A","聯邦銀甲特","78","4173","","","","","0.0000","2"
"2845","遠東銀","3644321","57235548","15.65","15.75","15.65","15.75","0.0000","962"
"2849","安泰銀","8662","122507","14.05","14.20","14.05","14.10","0.0000","40"
"2850","新產","304240","27865788","92.00","92.00","91.00","91.60","0.1000","418"
"2851","中再保","1653975","45383359","27.25","27.60","27.15","27.40","-0.0500","801"
"2852","第一保","857002","21016315","24.40","24.70","24.30","24.55","-0.1000","349"
"2855","統一證","2171583","57028380","26.05","26.50","25.95","26.35","0.2000","1057"
"2867","三商壽","25706645","178918054","6.93","7.06","6.85","7.04","0.1600","5514"
"2880","華南金","10777189","273064838","25.20","25.50","25.15","25.40","-0.1000","4749"
"2881","富邦金","20712924","1518348722","72.30","73.80","72.30","73.30","0.8000","7551"
"2881A","富邦特","52303","3268871","62.50","62.60","62.40","62.60","0.2000","38"
"2881B","富邦金乙特","21843","1297929","59.50","59.50","59.40","59.50","0.0000","22"
"2881C","富邦金丙特","9379","506288","54.00","54.00","54.00","54.00","0.0000","45"
"2882","國泰金","15772557","865684673","54.40","55.30","54.40","54.90","0.1000","5999"
"2882A","國泰特","127958","7747118","60.60","60.70","60.50","60.60","0.0000","81"
"2882B","國泰金乙特","63350","3740058","59.00","59.40","59.00","59.40","0.0000","36"
"2883","開發金","34087075","476364136","13.90","14.15","13.80","14.00","0.0000","5875"
"2883B","開發金乙特","1519024","11485440","7.59","7.59","7.54","7.58","-0.0100","260"
"2884","玉山金","33109171","937078645","28.30","28.45","28.20","28.30","-0.3500","11904"
"2885","元大金","17168548","559820678","32.85","32.90","32.50","32.50","-0.6500","10183"
"2886","兆豐金","9662694","387207666","40.05","40.30","40.00","40.00","-0.1000","4459"
"2887","台新金","14311647","266810014","18.60","18.75","18.55","18.60","-0.1000","4496"
"2887E","台新戊特","378208","19857486","52.50","52.60","52.50","52.60","0.0000","36"
"2887F","台新戊特二","55327","2641851","47.75","47.75","47.75","47.75","0.0000","18"
"2887Z1","台新己特","8313","139241","16.75","16.75","16.75","16.75","0.0000","5"
"2888","新光金","24867436","218172320","8.75","8.84","8.68","8.78","-0.0300","4542"
"2888A","新光金甲特","86552","2495001","28.80","28.85","28.75","28.85","0.0000","28"
"2888B","新光金乙特","59949","1738599","29.00","29.05","29.00","29.00","-0.0500","22"
"2889","國票金","7085147","109258225","15.40","15.55","15.25","15.45","-0.0500","2640"
"2890","永豐金","28087775","646979966","22.75","23.20","22.60","23.05","0.3000","9250"
"2891","中信金","52192319","1942106571","37.70","37.70","37.00","37.05","-0.9500","21226"
"2891B","中信金乙特","1571","94660","60.40","60.40","60.40","60.40","0.0000","20"
"2891C","中信金丙特","5447","318937","58.60","58.60","58.60","58.60","0.1000","41"
"2892","第一金","27259284","771645877","28.50","28.55","28.20","28.20","-0.7500","14290"
"2897","王道銀行","5208250","54692648","10.45","10.55","10.45","10.50","0.0000","925"
"2897A","王道銀甲特","263000","2772200","10.45","10.55","10.45","10.55","0.0500","28"
"2901","欣欣","32851","896469","27.50","27.50","27.10","27.10","-0.3000","196"
"2903","遠百","2941936","94466559","31.50","32.45","31.30","32.40","0.5500","1816"
"2904","匯僑","41697","775671","18.50","18.75","18.50","18.60","0.1000","39"
"2905","三商","1673653","26557392","15.90","16.00","15.75","15.90","-0.1500","950"
"2906","高林","821248","16882297","20.60","20.75","20.30","20.75","0.1000","449"
"2908","特力","241655","5047022","20.80","20.95","20.75","20.85","0.0500","72"
"2910","統領","29004","814710","28.30","28.30","27.95","27.95","-0.3000","24"
"2911","麗嬰房","136702","962296","7.01","7.08","6.99","7.00","-0.0100","287"
"2912","統一超","665573","180787144","272.50","272.50","271.00","271.00","-1.5000","994"
"2913","農林","1415503","29532424","20.75","20.95","20.65","20.95","0.1500","783"
"2915","潤泰全","5858656","389589549","66.10","67.00","66.00","66.90","1.2000","3032"
"2923","鼎固-KY","75315","2277447","30.60","30.60","30.00","30.20","-0.6500","107"
"2929","淘帝-KY","177537","1661902","9.30","9.45","9.25","9.40","0.0600","118"
"2939","凱羿-KY","39021","991465","25.45","25.45","25.30","25.40","-0.1000","48"
"2945","三商家購","23660","1050124","44.70","44.70","44.15","44.30","-0.4000","29"
"3002","歐格","242277","3804047","15.40","15.85","15.40","15.75","0.2000","149"
"3003","健和興","1246686","99697516","78.90","80.70","78.50","80.70","1.6000","1200"
"3004","豐達科","301185","32731978","109.00","110.00","107.00","110.00","1.0000","395"
"3005","神基","10091099","1141486318","113.50","115.00","112.00","113.00","-1.5000","7624"
"3006","晶豪科","9636905","904958158","90.60","95.50","90.00","94.20","3.2000","7028"
"3008","大立光","462238","997307050","2170.00","2175.00","2145.00","2170.00","-20.0000","5131"
"3010","華立","1504094","188729004","123.00","126.50","121.50","126.50","3.0000","1356"
"3011","今皓","669063","20888574","30.25","31.75","30.25","31.50","1.0000","407"
"3013","晟銘電","27389831","2456268136","87.90","91.00","87.60","90.30","1.6000","16723"
"3014","聯陽","1865819","316258829","168.50","170.50","167.50","170.50","1.5000","3012"
"3015","全漢","1100025","68554126","62.50","63.00","61.30","62.20","0.2000","793"
"3016","嘉晶","578784","34017659","59.10","59.20","58.20","58.80","-0.6000","615"
"3017","奇鋐","12370519","8689319658","703.00","713.00","690.00","706.00","-2.0000","13380"
"3018","隆銘綠能","14808","224324","14.85","15.60","14.85","15.10","0.1000","94"
"3019","亞光","1224353","80878629","65.90","66.70","65.50","65.60","0.3000","979"
"3021","鴻名","208923","5013184","23.80","24.20","23.80","23.90","0.3000","191"
"3022","威強電","412561","34240009","81.80","83.60","81.60","83.40","1.0000","532"
"3023","信邦","680652","197897470","287.50","292.50","287.00","291.00","3.5000","2096"
"3024","憶聲","1836917","37279061","20.25","20.50","20.15","20.45","0.2500","863"
"3025","星通","2079109","140676105","65.20","68.80","64.80","67.20","1.1000","1585"
"3026","禾伸堂","153880","15049114","97.50","98.30","97.00","98.30","0.8000","191"
"3027","盛達","729091","30391797","41.60","42.30","41.05","42.05","0.4500","571"
"3028","增你強","252665","9031720","35.60","35.90","35.45","35.85","0.2500","238"
"3029","零壹","437896","31835395","72.00","73.20","72.00","73.00","0.4000","444"
"3030","德律","5687882","954175429","163.00","172.50","160.00","170.50","5.0000","4670"
"3031","佰鴻","321184","6917922","21.50","21.75","21.30","21.50","0.0000","195"
"3032","偉訓","2002435","155616634","76.70","78.60","76.30","77.20","0.7000","1445"
"3033","威健","34060225","1327222725","37.50","39.60","37.30","39.60","2.4000","16820"
"3034","聯詠","6851604","4209682634","605.00","619.00","605.00","610.00","-14.0000","12147"
"3035","智原","5339424","1478612688","270.50","282.00","269.00","275.50","3.0000","5690"
"3036","文曄","3762449","440586656","117.00","118.50","115.00","118.00","0.5000","3176"
"3036A","文曄甲特","15069","713656","47.40","47.40","47.30","47.35","-0.0500","9"
"3037","欣興","6951272","1310797750","188.50","190.00","187.00","189.00","-2.0000","19100"
"3038","全台","633871","20257403","32.10","32.30","31.75","32.20","0.0500","405"
"3040","遠見","74664","2293641","30.60","30.80","30.60","30.80","0.2000","199"
"3041","揚智","929359","19426533","20.90","21.15","20.75","21.10","0.3500","626"
"3042","晶技","2878984","333230080","114.50","116.50","114.00","116.00","0.5000","2710"
"3043","科風","78985","2468832","30.80","31.50","30.80","31.50","0.5000","120"
"3044","健鼎","4019425","892619174","218.50","224.00","218.00","224.00","3.5000","5411"
"3045","台灣大","3697413","394737744","107.00","107.00","106.00","106.50","-0.5000","1938"
"3046","建碁","114782","7108609","61.90","62.40","61.50","62.10","0.1000","337"
"3047","訊舟","37000794","786434505","19.90","21.75","19.45","21.75","1.9500","12899"
"3048","益登","461415","11522646","24.75","25.20","24.65","25.20","0.3500","344"
"3049","精金","1175314","9888902","8.35","8.49","8.33","8.43","0.0500","564"
"3050","鈺德","468029","9755057","21.00","21.00","20.65","20.85","-0.2500","298"
"3051","力特","952121","31467496","33.10","33.50","32.75","33.05","-0.0500","763"
"3052","夆典","1535870","19723427","12.80","13.00","12.70","12.85","0.0000","574"
"3054","立萬利","10150","204150","20.00","20.45","20.00","20.15","0.0500","17"
"3055","蔚華科","34963585","3039104924","84.00","92.00","82.40","92.00","8.3000","25070"
"3056","富華新","1384686","45648450","32.55","33.40","32.50","33.05","0.1000","1037"
"3057","喬鼎","509275","6973171","13.45","14.30","13.05","13.95","0.5000","515"
"3058","立德","973403","19905625","20.60","20.75","20.20","20.45","-0.1500","690"
"3059","華晶科","7709197","324517435","42.10","42.75","41.30","42.35","-0.2000","4914"
"3060","銘異","18458973","667807383","35.00","37.75","34.00","36.20","0.8500","11188"
"3062","建漢","16979541","408707004","23.30","24.90","23.15","23.90","1.0500","8312"
"3090","日電貿","2785331","193352515","68.10","70.00","67.80","70.00","1.7000","2321"
"3092","鴻碩","242058","7928066","33.00","33.00","32.60","32.75","-0.3000","358"
"3094","聯傑","300085","9579984","31.30","32.25","31.15","31.75","0.4500","250"
"3130","一零四","22255","5302531","240.00","240.00","237.50","237.50","-2.5000","78"
"3138","耀登","269057","36169774","133.00","137.00","132.00","133.50","-0.5000","295"
"3149","正達","650766","16190997","25.15","25.40","24.60","25.05","-0.4500","798"
"3164","景岳","130091","3165455","24.40","24.45","24.20","24.40","-0.0500","128"
"3167","大量","211966","11303308","53.00","53.90","52.60","53.50","-0.4000","247"
"3168","眾福科","66550","4204419","63.40","63.40","62.90","63.30","0.0000","53"
"3189","景碩","1509696","142420889","94.10","94.80","94.00","94.40","0.0000","1151"
"3209","全科","406594","14427731","35.30","35.65","35.10","35.65","0.2500","371"
"3229","晟鈦","49082","748158","15.30","15.40","15.15","15.35","-0.1000","67"
"3231","緯創","34326072","3948851948","113.50","116.00","113.00","115.00","1.0000","18164"
"3257","虹冠電","130543","8020984","61.40","61.90","60.80","61.90","0.5000","144"
"3266","昇陽","251516","5839725","23.10","23.45","23.05","23.20","-0.3000","214"
"3296","勝德","579104","13466930","23.70","23.75","23.05","23.35","-0.4500","411"
"3305","昇貿","2482221","178801995","71.60","73.10","70.10","72.50","0.7000","1921"
"3308","聯德","123452","3132830","25.70","25.70","25.20","25.30","-0.3000","156"
"3311","閎暉","162256","6561453","39.30","41.40","39.30","40.40","0.9500","167"
"3312","弘憶股","16082884","807127085","48.25","51.50","47.65","50.10","1.1000","9583"
"3321","同泰","1353052","26226443","19.00","19.75","18.70","19.30","0.3000","762"
"3338","泰碩","53723706","4889040096","85.10","94.00","83.30","89.10","3.6000","29014"
"3346","麗清","688850","28570518","41.20","41.75","41.10","41.60","-0.1000","583"
"3356","奇偶","3510617","227094982","64.00","66.20","63.10","64.10","-0.5000","2544"
"3376","新日興","6378484","1273552349","197.50","204.00","196.00","199.00","-2.5000","6356"
"3380","明泰","9608202","328083240","32.10","34.95","32.00","34.55","2.0500","5770"
"3406","玉晶光","1283205","674531612","526.00","529.00","522.00","526.00","-7.0000","2944"
"3413","京鼎","1176988","361869064","304.00","310.00","300.50","309.00","5.0000","3503"
"3416","融程電","868093","133076227","149.00","155.00","148.50","155.00","6.0000","898"
"3419","譁裕","384527","6416702","16.40","16.85","16.40","16.70","0.2500","237"
"3432","台端","25585","491849","19.30","19.40","19.10","19.25","-0.0500","60"
"3437","榮創","641441","16650070","25.90","26.30","25.60","26.00","0.1000","419"
"3443","創意","3433868","5047354025","1410.00","1500.00","1410.00","1465.00","35.0000","5674"
"3447","展達","26532","799736","30.10","30.30","30.05","30.20","-0.2000","31"
"3450","聯鈞","17929733","1533715738","78.70","87.50","78.50","87.50","7.9000","10838"
"3454","晶睿","258100","35883418","137.00","141.00","136.00","139.00","2.0000","233"
"3481","群創","60453069","842926880","13.75","14.10","13.70","14.05","0.1500","11431"
"3494","誠研","395998","2066597","5.05","5.50","5.00","5.50","0.4600","167"
"3501","維熹","349566","23504762","66.70","67.80","66.70","67.20","0.0000","379"
"3504","揚明光","279993","15817406","56.40","57.20","55.70","57.00","0.0000","336"
"3515","華擎","275135","61261008","219.00","224.00","219.00","224.00","2.0000","339"
"3518","柏騰","685917","19965485","27.10","29.70","26.95","29.70","2.7000","362"
"3528","安馳","23100","1140619","49.40","49.45","49.05","49.45","0.7000","22"
"3530","晶相光","349281","36229576","104.50","105.00","102.50","103.00","-1.5000","526"
"3532","台勝科","522947","85583614","165.00","165.00","162.50","164.00","-0.5000","772"
"3533","嘉澤","978460","1676476255","1670.00","1735.00","1670.00","1720.00","45.0000","1375"
"3535","晶彩科","8038159","236692652","28.60","30.45","27.60","29.35","0.7000","4254"
"3543","州巧","141011","3296311","23.50","23.50","23.25","23.45","-0.0500","77"
"3545","敦泰","12010061","1064272889","85.00","92.00","84.40","90.00","5.8000","8232"
"3550","聯穎","72471","1083301","14.80","15.05","14.80","14.95","0.1500","64"
"3557","嘉威","451931","32597687","72.30","73.10","71.40","72.40","-0.6000","447"
"3563","牧德","2360768","886991073","362.00","392.50","356.00","379.50","13.5000","2886"
"3576","聯合再生","3830849","45375414","11.85","11.95","11.75","11.90","-0.0500","1974"
"3583","辛耘","4597467","1597254391","330.00","354.00","330.00","351.00","17.0000","5226"
"3588","通嘉","496763","40639243","82.00","82.70","80.80","82.40","0.3000","486"
"3591","艾笛森","345837","8482934","24.50","24.65","24.20","24.50","0.0000","143"
"3592","瑞鼎","420933","169637089","399.50","406.00","399.00","402.50","-1.5000","794"
"3593","力銘","18050","205668","11.30","11.50","11.30","11.50","0.0000","31"
"3596","智易","3145524","513393574","162.50","164.50","161.50","163.50","1.0000","2697"
"3605","宏致","14803706","761783726","49.00","53.20","47.65","52.00","3.5500","10077"
"3607","谷崧","370671","6489540","17.60","17.65","17.40","17.45","-0.1500","192"
"3617","碩天","1129773","315684783","280.00","284.50","277.00","278.00","-4.5000","1142"
"3622","洋華","466436","26911051","57.60","58.20","57.00","58.00","0.3000","446"
"3645","達邁","537617","22484178","41.90","42.10","41.50","41.90","-0.2000","367"
"3652","精聯","5308714","180346976","33.30","36.00","32.50","33.20","0.3000","3201"
"3653","健策","1309959","1291725255","967.00","1005.00","965.00","991.00","21.0000","2445"
"3661","世芯-KY","2722491","7677691825","2680.00","2880.00","2670.00","2820.00","100.0000","7821"
"3665","貿聯-KY","2435391","647690018","265.50","269.50","263.00","263.50","-2.5000","3566"
"3669","圓展","98383","5100270","51.60","52.50","51.50","51.60","0.0000","121"
"3673","TPK-KY","819278","30361072","37.10","37.40","36.65","37.05","-0.1000","570"
"3679","新至陞","79679","11099032","137.50","140.50","137.50","140.50","1.0000","125"
"3686","達能","720918","14023709","19.50","19.75","19.20","19.75","-0.0500","490"
"3694","海華","12727640","678302025","52.10","54.50","51.50","52.60","1.4000","7987"
"3701","大眾控","524207","29638201","55.50","57.30","55.40","56.30","0.4000","374"
"3702","大聯大","6242798","544701712","87.50","87.90","86.60","87.20","-0.8000","4083"
"3702A","大聯大甲特","57595","2821994","49.00","49.00","48.95","49.00","0.0000","38"
"3703","欣陸","4276550","146615240","33.95","34.70","33.60","34.25","0.1000","2890"
"3704","合勤控","2285253","94970146","41.80","42.20","41.30","41.45","-0.4500","2068"
"3705","永信","453991","24088575","53.00","53.40","52.40","53.20","-0.2000","573"
"3706","神達","29697528","1432221226","47.95","49.00","47.25","48.35","0.3500","15506"
"3708","上緯投控","3043214","416715535","136.00","139.50","134.50","139.50","3.5000","2413"
"3711","日月光投控","10455024","1673905789","159.50","161.50","158.00","159.50","-2.0000","5638"
"3712","永崴投控","3259310","153742763","46.00","48.45","46.00","46.95","0.4000","2517"
"3714","富采","4511066","204138125","45.20","46.15","44.50","44.50","-1.1500","2656"
"3715","定穎投控","6178297","386969389","60.50","63.60","60.20","63.10","1.9000","4263"
"4104","佳醫","185028","16646996","89.80","90.30","89.50","90.00","0.0000","440"
"4106","雃博","67385","1889586","28.00","28.10","27.90","28.10","0.0500","95"
"4108","懷特","139669","2729747","19.50","19.70","19.45","19.70","0.1500","224"
"4119","旭富","138363","12681030","91.30","92.10","90.80","91.90","0.6000","138"
"4133","亞諾法","143629","4607483","32.20","32.40","31.90","32.10","-0.1000","242"
"4137","麗豐-KY","174696","28887249","165.50","166.00","164.50","165.50","-0.5000","244"
"4142","國光生","479274","13315133","27.90","27.90","27.70","27.80","-0.1000","375"
"4148","全宇生技-KY","26309","1340242","52.20","52.20","50.50","50.50","-0.6000","78"
"4155","訊映","213621","5442536","25.30","25.65","25.25","25.55","0.0000","364"
"4164","承業醫","193010","10105101","52.40","52.60","52.20","52.30","-0.1000","197"
"4190","佐登-KY","339145","15831686","47.85","47.85","46.25","46.55","-1.3000","424"
"4306","炎洲","2391452","45732234","19.25","19.30","18.90","19.20","0.0500","991"
"4414","如興","1074701","3439238","3.22","3.22","3.18","3.21","-0.0100","146"
"4426","利勤","79609","1324701","16.75","16.80","16.55","16.80","0.0000","124"
"4438","廣越","21200","2358250","111.00","111.50","111.00","111.00","-1.0000","21"
"4439","冠星-KY","8000","862000","108.50","108.50","107.50","107.50","0.0000","8"
"4440","宜新實業","66278","1704520","25.65","25.80","25.65","25.80","0.1000","37"
"4526","東台","2624142","57382804","22.10","22.30","21.55","21.75","0.0500","1463"
"4532","瑞智","10792164","317256616","30.00","30.30","28.20","29.60","-0.6000","6244"
"4536","拓凱","176645","35731847","204.00","204.00","201.50","202.00","-1.5000","345"
"4540","全球傳動","553186","19742287","35.55","36.10","35.30","35.85","-0.0500","400"
"4545","銘鈺","4486933","193029768","40.00","44.55","39.00","44.55","4.0500","2833"
"4551","智伸科","337422","38264961","113.00","115.00","111.00","114.00","0.0000","389"
"4552","力達-KY","127322","3713996","29.20","29.30","29.10","29.30","0.0500","106"
"4555","氣立","39217","2169459","55.70","55.70","55.00","55.40","-2.1000","65"
"4557","永新-KY","41138","5060426","123.00","123.50","122.50","123.00","1.0000","49"
"4560","強信-KY","64000","2371000","37.20","37.20","37.00","37.10","-0.1000","26"
"4562","穎漢","1852040","56981597","29.00","31.80","29.00","31.75","1.7500","1275"
"4564","元翎","445746","10553160","23.65","23.85","23.45","23.80","0.1000","369"
"4566","時碩工業","1764950","98779332","56.20","56.80","55.20","55.60","-0.5000","1899"
"4569","六方科-KY","55764","5638879","101.50","103.00","100.50","101.50","-0.5000","75"
"4571","鈞興-KY","295716","31116874","104.50","108.00","102.00","107.00","2.0000","310"
"4572","駐龍","301047","45151227","151.00","151.00","149.00","150.00","-2.5000","434"
"4576","大銀微系統","157206","11462228","73.50","73.60","72.50","72.80","-1.2000","206"
"4581","光隆精密-KY","31000","1957500","63.10","63.40","63.00","63.30","0.3000","28"
"4583","台灣精銳","230150","66052912","288.00","291.00","284.50","288.50","-3.0000","3297"
"4588","玖鼎電力","165988","15977453","95.30","98.00","94.80","96.90","0.6000","247"
"4720","德淵","580348","10658312","18.30","18.55","18.20","18.50","0.1000","297"
"4722","國精化","62402","2570104","41.05","41.45","40.80","41.30","-0.1000","68"
"4736","泰博","222029","36487149","163.50","165.00","163.50","165.00","2.0000","278"
"4737","華廣","29261","1989035","68.00","68.30","67.80","68.10","0.1000","44"
"4739","康普","402071","26253495","65.00","66.50","64.60","65.80","0.8000","454"
"4746","台耀","345968","31921821","92.10","93.00","91.60","92.60","0.2000","378"
"4755","三福化","156663","21862446","139.00","140.50","138.50","140.00","-0.5000","241"
"4763","材料-KY","1320394","1076693003","792.00","830.00","792.00","815.00","6.0000","2429"
"4764","雙鍵","11534","398733","34.50","34.95","34.40","34.95","0.2500","20"
"4766","南寶","1120098","403626525","369.50","369.50","356.00","357.50","-12.0000","1623"
"4770","上品","596373","229170529","389.00","389.00","382.00","386.00","-4.0000","643"
"4771","望隼","145538","42884951","293.50","298.00","290.50","296.00","1.5000","195"
"4807","日成-KY","4001","70117","17.50","17.60","17.50","17.60","-0.0500","5"
"4904","遠傳","6013555","504462009","83.70","84.50","83.60","84.00","-0.3000","1940"
"4906","正文","3811063","135186133","34.85","35.75","34.80","35.35","0.3500","2427"
"4912","聯德控股-KY","323477","42103089","132.00","132.50","129.00","129.50","-3.0000","330"
"4915","致伸","2526750","238429694","93.80","95.50","92.90","94.90","1.0000","2109"
"4916","事欣科","413927","12467313","30.25","30.50","29.85","30.15","-0.2000","314"
"4919","新唐","892142","111342946","125.50","126.50","124.00","124.50","-1.5000","998"
"4927","泰鼎-KY","946557","37897996","40.40","40.80","39.70","40.70","0.3000","621"
"4930","燦星網","151802","5107445","33.55","33.75","33.50","33.70","0.1500","326"
"4934","太極","854240","18773483","21.95","22.20","21.85","22.05","-0.1000","519"
"4935","茂林-KY","277912","17452235","63.30","63.60","62.30","62.30","-1.0000","341"
"4938","和碩","10302705","1092598578","106.00","107.50","104.50","106.00","-0.5000","4862"
"4942","嘉彰","140261","6469476","45.75","46.25","45.75","46.10","0.4000","116"
"4943","康控-KY","40435","849111","21.40","21.40","20.75","20.90","-0.2000","40"
"4949","有成精密","335368","9855994","29.95","29.95","29.15","29.30","-0.6000","261"
"4952","凌通","2519531","158011279","62.40","63.80","61.70","63.40","1.4000","2338"
"4956","光鋐","1329997","28639131","21.75","22.00","21.15","21.80","0.0000","852"
"4958","臻鼎-KY","5285517","634749350","118.00","121.50","117.50","120.00","1.5000","3298"
"4960","誠美材","4993244","71715669","14.40","14.55","14.25","14.25","-0.3500","1591"
"4961","天鈺","764613","194191542","250.50","256.00","250.00","255.00","1.5000","912"
"4967","十銓","22760137","2546993626","106.00","115.50","106.00","112.00","6.0000","14509"
"4968","立積","2227462","425727206","186.00","194.50","184.50","193.50","5.5000","2487"
"4976","佳凌","3014125","144380994","47.30","48.75","46.60","48.50","0.8000","2100"
"4977","眾達-KY","1238228","93903543","74.10","77.20","73.30","75.40","0.9000","1012"
"4989","榮科","227250","5947193","26.40","26.40","26.05","26.20","-0.3000","148"
"4994","傳奇","283660","34643861","123.50","124.50","120.00","123.00","-0.5000","306"
"4999","鑫禾","50026","1731049","34.40","34.80","34.40","34.65","0.0500","134"
"5007","三星","45517","2575604","56.50","57.10","56.20","56.50","0.0000","41"
"5203","訊連","869821","83886730","93.80","97.70","93.50","95.80","1.7000","1759"
"5215","科嘉-KY","49575","2521135","50.00","51.30","50.00","51.30","1.3000","57"
"5222","全訊","302709","48936109","161.50","163.00","160.00","162.00","0.5000","458"
"5225","東科-KY","929694","113530809","119.00","123.50","119.00","123.50","2.0000","1428"
"5234","達興材料","5088724","847420189","155.00","172.00","154.00","172.00","15.5000","3600"
"5243","乙盛-KY","346649","19722957","56.70","57.30","56.50","57.00","0.0000","273"
"5244","弘凱","38002","1607984","42.00","42.55","42.00","42.55","-0.1000","31"
"5258","虹堡","918751","117108253","127.00","129.00","125.50","127.50","0.0000","1286"
"5269","祥碩","935339","1829989910","1870.00","1990.00","1865.00","1960.00","60.0000","1875"
