證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"4564","元翎","1076222","25637118","24.60","24.60","23.45","23.45","-1.0000","1025"
"4566","時碩工業","11335186","905312287","82.00","82.50","77.50","80.10","-1.1000","7082"
"4569","六方科-KY","40008","4169377","105.50","106.50","102.50","102.50","-3.0000","46"
"4571","鈞興-KY","1787996","259098593","149.00","153.00","139.50","143.00","-12.0000","1622"
"4572","駐龍","151347","22599050","151.00","152.50","148.50","149.00","-2.0000","199"
"4576","大銀微系統","236004","17843443","75.50","76.80","74.50","75.10","-0.4000","367"
"4581","光隆精密-KY","39030","2461029","63.60","63.60","62.80","63.00","-0.6000","33"
"4583","台灣精銳","232355","61778803","272.00","272.50","262.00","262.00","-11.0000","863"
"4588","玖鼎電力","2184100","239662762","106.00","111.50","104.50","111.50","10.0000","1896"
"4720","德淵","1890460","36815503","19.20","19.75","19.15","19.50","0.5500","848"
"4722","國精化","275431","11632592","42.00","42.80","41.85","41.90","-0.1000","213"
"4736","泰博","216813","35608132","165.50","165.50","163.00","163.50","-3.0000","324"
"4737","華廣","75104","5166525","69.10","69.20","68.50","68.50","-0.6000","45"
"4739","康普","660730","44677246","69.70","69.70","66.50","66.50","-2.6000","2738"
"4746","台耀","3002935","301741731","98.40","103.50","98.40","99.80","1.8000","2663"
"4755","三福化","135182","18348749","136.00","137.00","135.00","136.00","-0.5000","221"
"4763","材料-KY","940508","765907927","815.00","829.00","806.00","807.00","-13.0000","3198"
"4764","雙鍵","30097","1267761","42.00","42.55","41.80","42.25","0.2500","25"
"4766","南寶","826506","300074475","357.00","368.50","356.50","368.50","11.5000","1051"
"4770","上品","204588","81385530","405.00","406.00","396.00","396.00","-4.5000","324"
"4771","望隼","119606","35062482","298.50","301.50","291.00","293.00","-5.5000","485"
"4807","日成-KY","13203","223855","17.15","17.15","16.85","16.90","0.0000","21"
"4904","遠傳","2973188","251075825","83.70","85.00","83.70","84.30","-0.6000","3002"
"4906","正文","16962289","650062259","38.35","38.60","37.70","38.25","0.0500","7181"
"4912","聯德控股-KY","728885","86020767","123.50","123.50","115.00","118.00","-5.5000","536"
"4915","致伸","7810721","843506369","108.00","109.50","107.00","107.50","0.0000","3998"
"4916","事欣科","428179","12902908","30.35","30.40","29.90","30.00","-0.5500","295"
"4919","新唐","2002660","250709197","125.50","127.50","124.00","125.00","1.5000","1587"
"4927","泰鼎-KY","876286","34338265","39.75","40.30","38.80","38.90","-0.6000","582"
"4930","燦星網","146523","4934961","33.80","33.95","33.50","33.50","-0.2500","162"
"4934","太極","968090","21806218","22.65","22.90","22.05","22.20","-0.4500","535"
"4935","茂林-KY","274457","16535672","61.40","61.40","59.60","59.60","-1.8000","257"
"4938","和碩","10678158","1200671331","111.00","114.00","111.00","112.00","0.5000","5810"
"4942","嘉彰","117041","5442400","46.60","46.70","46.40","46.45","-0.1000","147"
"4943","康控-KY","49473","1002903","20.80","20.80","20.10","20.10","-0.5000","35"
"4949","有成精密","439967","12428662","28.80","28.80","28.00","28.10","-0.8500","344"
"4952","凌通","1572107","105617255","67.80","68.60","65.80","67.30","0.5000","1297"
"4956","光鋐","3960845","91984181","23.90","23.90","22.75","23.20","-0.7000","2353"
"4958","臻鼎-KY","7911198","900709337","117.50","118.00","112.50","113.00","-3.5000","5894"
"4960","誠美材","7825787","112565749","14.75","14.75","14.20","14.30","-0.4000","2395"
"4961","天鈺","2479327","653045784","259.50","266.00","257.00","266.00","8.0000","2566"
"4967","十銓","38908168","5753733791","149.00","152.00","144.00","146.50","3.0000","23481"
"4968","立積","2423110","458384918","186.00","191.50","185.50","190.00","6.0000","2370"
"4976","佳凌","3644221","177089237","48.60","49.60","47.15","48.30","0.5500","2812"
"4977","眾達-KY","1006024","75065791","74.40","75.60","73.70","73.80","0.4000","732"
"4989","榮科","165974","4151159","25.40","25.40","24.85","24.95","-0.4500","281"
"4994","傳奇","352563","47033462","132.00","136.00","130.50","133.50","0.0000","383"
"4999","鑫禾","45302","1601006","35.15","35.45","35.15","35.25","-0.1000","231"
"5007","三星","81730","4645901","56.80","57.10","56.50","57.10","0.2000","122"
"5203","訊連","419626","42988621","105.50","106.00","101.00","101.50","-3.0000","1159"
"5215","科嘉-KY","32108","1669816","52.40","52.40","51.70","52.30","0.0000","32"
"5222","全訊","270975","43368749","160.50","161.50","159.00","159.00","-1.5000","342"
"5225","東科-KY","620641","69673480","114.00","114.00","111.50","112.00","-1.5000","519"
"5234","達興材料","722746","114504618","160.50","160.50","156.00","159.00","0.0000","667"
"5243","乙盛-KY","4643617","288062564","61.50","62.90","60.60","61.30","0.0000","2675"
"5244","弘凱","231399","10789725","48.15","48.15","46.00","46.05","-1.2500","166"
"5258","虹堡","1241788","159503043","128.50","129.50","127.50","128.50","0.0000","806"
"5269","祥碩","1014480","2074904875","2020.00","2075.00","2000.00","2045.00","60.0000","1567"
"5283","禾聯碩","131891","14542436","110.50","111.00","110.00","110.00","-0.5000","166"
"5284","jpp-KY","436635","51800589","122.00","122.00","117.00","117.00","-4.5000","592"
"5285","界霖","340517","24160944","69.80","72.10","69.80","70.10","-0.1000","374"
"5288","豐祥-KY","251682","51648642","211.00","211.00","203.00","205.00","-6.5000","317"
"5292","華懋","297787","49528019","165.50","169.50","164.00","167.00","-1.0000","484"
"5306","桂盟","112201","15986914","143.00","143.50","141.50","142.00","-1.0000","171"
"5388","中磊","4431842","495601019","111.50","113.50","110.50","110.50","-1.0000","3905"
"5434","崇越","1054669","289319218","273.50","277.00","270.00","276.00","2.5000","3374"
"5469","瀚宇博","2439151","135504561","55.30","56.30","55.20","55.40","0.2000","1820"
"5471","松翰","169113","8794174","52.20","52.30","51.80","51.90","-0.5000","194"
"5484","慧友","3495157","159029619","45.50","45.50","45.50","45.50","4.1000","1347"
"5515","建國","2020300","48475897","24.40","24.45","23.65","23.85","-0.4500","1135"
"5519","隆大","7098632","372312204","53.40","53.80","51.00","52.30","-0.1000","4591"
"5521","工信","3696680","47474164","13.00","13.15","12.65","12.65","-0.3000","1336"
"5522","遠雄","3937767","364745017","94.20","95.00","91.30","91.90","-1.7000","2836"
"5525","順天","142325","5219250","37.00","37.00","36.40","36.45","-0.8000","217"
"5531","鄉林","13547103","165458265","12.20","12.60","11.80","11.95","-0.2500","4699"
"5533","皇鼎","681245","16699259","24.80","24.95","24.10","24.15","-0.5000","412"
"5534","長虹","1896726","231026935","125.00","125.50","120.00","120.50","-4.5000","2908"
"5538","東明-KY","18924","599636","31.65","31.95","31.45","31.75","0.0000","21"
"5546","永固-KY","4160","137260","33.00","33.00","33.00","33.00","0.0500","6"
"5607","遠雄港","3010714","174201282","57.20","59.30","56.70","56.70","-0.1000","2158"
"5608","四維航","23440333","552917793","24.40","24.95","22.50","22.60","-1.6000","11313"
"5706","鳳凰","540249","41023994","77.20","77.20","75.40","75.70","-1.1000","533"
"5871","中租-KY","14363889","2179620229","152.50","153.00","150.50","151.50","-1.5000","9815"
"5871A","中租-KY甲特","64397","6236984","97.00","97.00","96.70","97.00","-0.1000","49"
"5876","上海商銀","5588379","255971000","46.05","46.15","45.50","45.50","-0.7000","3137"
"5880","合庫金","16143246","416484093","25.65","25.90","25.60","25.75","-0.1000","6749"
"5906","台南-KY","63697","4251769","65.30","69.00","65.00","66.90","1.4000","52"
"5907","大洋-KY","143718","1294177","9.27","9.27","8.92","8.94","-0.1200","109"
"6005","群益證","19984491","485412866","24.15","24.55","24.00","24.10","-0.2000","6018"
"6024","群益期","608416","37670599","61.50","62.40","61.50","61.60","0.2000","531"
"6108","競國","252164","5334362","21.20","21.35","21.00","21.00","-0.3000","147"
"6112","邁達特","859887","53222791","62.30","62.80","61.20","61.20","-1.2000","896"
"6115","鎰勝","214546","12065911","56.30","56.50","55.90","56.40","0.2000","247"
"6116","彩晶","8774364","86859900","9.99","9.99","9.85","9.85","-0.1400","3233"
"6117","迎廣","2660211","345558487","135.50","135.50","126.50","130.00","-3.5000","2419"
"6120","達運","5717498","93210820","16.10","16.70","15.90","15.90","-0.0500","2468"
"6128","上福","697429","26872836","39.60","39.60","38.00","38.30","-1.1000","514"
"6133","金橋","1515703","24091381","15.75","16.20","15.50","15.70","0.4000","692"
"6136","富爾特","185314","4268845","23.00","23.10","22.95","23.00","0.0000","116"
"6139","亞翔","10930165","2357257147","224.00","226.50","210.00","212.00","-10.5000","14413"
"6141","柏承","188602","3122170","16.65","16.75","16.45","16.55","-0.2500","121"
"6142","友勁","348366","3453041","9.95","10.10","9.80","9.85","-0.0900","166"
"6152","百一","8637199","103491445","11.65","12.15","11.50","12.15","1.1000","2736"
"6153","嘉聯益","1518183","31236409","20.90","20.95","20.40","20.45","-0.4500","833"
"6155","鈞寶","2484376","73524511","29.40","30.40","28.35","28.45","-1.4000","1373"
"6164","華興","2803063","45872447","16.40","16.65","16.15","16.25","0.0500","1323"
"6165","浪凡","1059463","42734421","41.05","41.20","39.40","40.70","-0.0500","692"
"6166","凌華","1892623","135433426","74.80","74.80","70.20","70.70","-3.5000","1597"
"6168","宏齊","719175","17135047","24.10","24.20","23.60","23.60","-0.6000","467"
"6176","瑞儀","4612491","995294205","212.00","219.50","209.00","217.50","1.5000","7287"
"6177","達麗","4802112","293794780","62.90","63.00","60.20","60.50","-1.2000","4069"
"6183","關貿","23600","1733861","73.60","73.60","73.20","73.50","-0.2000","57"
"6184","大豐電","15842","877036","55.40","55.50","55.30","55.30","0.0000","31"
"6189","豐藝","2225848","199861250","90.00","90.60","89.10","89.50","0.2000","2080"
"6191","精成科","2294118","162777437","71.70","71.80","70.50","70.50","-1.5000","2438"
"6192","巨路","1840892","222629401","115.50","124.50","115.50","124.50","11.0000","1757"
"6196","帆宣","2260459","370484222","165.50","166.00","161.00","161.50","-1.0000","3357"
"6197","佳必琪","6465927","1077953856","171.00","171.50","163.00","170.50","0.0000","5102"
"6201","亞弘電","68675","4331911","63.50","63.50","62.70","63.00","-0.5000","80"
"6202","盛群","525423","31247008","59.80","60.00","58.90","59.30","-0.5000","902"
"6205","詮欣","249939","18873387","77.00","77.00","75.00","76.00","-0.2000","282"
"6206","飛捷","2795888","257951411","95.00","95.10","90.50","92.10","-3.9000","3043"
"6209","今國光","2087824","64647841","31.50","31.55","30.50","30.50","-0.8000","1399"
"6213","聯茂","4068266","452152993","111.00","113.00","110.00","111.50","0.0000","2723"
"6214","精誠","1706500","217876194","126.00","129.00","125.00","127.00","3.0000","1443"
"6215","和椿","6974081","399279474","59.30","59.60","55.80","57.60","-2.7000","4672"
"6216","居易","2349967","109250948","46.50","46.50","45.50","46.50","4.2000","778"
"6224","聚鼎","126011","6785335","54.10","54.70","53.40","53.60","-0.7000","190"
"6225","天瀚","1759","30123","17.45","17.45","17.45","17.45","0.0000","5"
"6226","光鼎","585432","6296659","10.90","10.95","10.65","10.75","-0.1500","249"
"6230","尼得科超眾","1523671","463161090","308.50","312.00","295.50","298.50","-8.0000","3030"
"6235","華孚","2044236","172641169","86.50","86.50","83.70","83.70","-2.8000","2052"
"6239","力成","5915960","1099777945","178.50","188.50","178.00","188.00","7.5000","5079"
"6243","迅杰","395635","24879861","64.40","64.70","62.00","62.10","-1.3000","427"
"6257","矽格","2386019","190517442","79.80","80.60","79.40","79.50","-0.4000","1587"
"6269","台郡","2290938","199653196","88.00","88.00","86.60","87.00","-1.1000","1738"
"6271","同欣電","1019795","153620383","153.00","153.00","149.50","149.50","-3.0000","1612"
"6277","宏正","104914","8744787","83.00","83.90","83.00","83.40","0.5000","143"
"6278","台表科","2959720","339324937","114.00","116.00","113.50","114.50","0.0000","2058"
"6281","全國電","73879","6227054","84.40","84.40","84.20","84.40","0.0000","130"
"6282","康舒","8376494","318302166","37.65","38.40","37.55","37.70","0.1000","4166"
"6283","淳安","724767","22245966","30.70","31.30","29.95","30.85","0.5500","524"
"6285","啟碁","2007396","318613277","159.00","160.50","157.50","158.50","1.0000","1608"
"6288","聯嘉","1891623","58031927","31.25","31.35","30.45","30.50","-0.6000","1219"
"6405","悅城","65000","1521400","23.50","23.60","23.15","23.20","-0.4000","35"
"6409","旭隼","105936","182942860","1710.00","1745.00","1705.00","1730.00","-5.0000","273"
"6412","群電","943470","139763516","148.50","151.00","145.50","147.00","-1.5000","790"
"6414","樺漢","1796352","592262804","328.00","334.50","326.50","326.50","-0.5000","1998"
"6415","矽力*-KY","3179819","1546854275","484.00","498.00","479.00","482.00","-9.0000","3863"
"6416","瑞祺電通","260061","32599069","126.50","126.50","124.50","124.50","-1.0000","281"
"6423","億而得-創","244000","23386100","99.50","99.50","93.30","95.00","-5.5000","151"
"6426","統新","48561","3095565","64.20","64.50","63.60","63.60","-0.7000","128"
"6431","光麗-KY","113389","1380186","12.40","12.40","12.05","12.10","-0.4000","95"
"6438","迅得","409520","46612271","114.50","115.00","113.00","113.50","-0.5000","368"
"6442","光聖","9062757","2324972226","262.00","265.00","251.00","255.00","8.5000","7437"
"6443","元晶","3065687","84072120","27.80","27.80","27.25","27.25","-0.5000","2067"
"6446","藥華藥","5742322","2799236813","490.00","500.00","474.00","481.00","-3.0000","13446"
"6449","鈺邦","2236943","265527018","124.00","124.00","115.50","118.50","-5.5000","1769"
"6451","訊芯-KY","3990631","716150782","181.00","184.00","175.00","176.00","-10.0000","4138"
"6456","GIS-KY","694879","45390502","66.00","66.00","64.90","65.00","-0.5000","849"
"6464","台數科","26520","2251779","85.00","85.40","84.80","84.90","-0.4000","32"
"6472","保瑞","1430291","1101113784","774.00","784.00","762.00","765.00","-8.0000","2504"
"6477","安集","286154","10595959","37.40","37.40","36.85","36.85","-0.5500","309"
"6491","晶碩","403019","193064907","477.00","482.00","476.00","480.00","4.0000","559"
"6504","南六","141686","10536933","72.90","75.50","72.90","74.60","1.3000","167"
"6505","台塑化","5125473","338265976","65.80","66.60","65.30","66.10","0.3000","3052"
"6515","穎崴","310194","276486377","902.00","902.00","883.00","899.00","-3.0000","486"
"6525","捷敏-KY","116443","7671490","66.60","66.60","65.50","65.60","-0.4000","144"
"6526","達發","603872","441857343","737.00","742.00","725.00","725.00","-7.0000","1190"
"6531","愛普*","1741882","603814114","357.50","357.50","342.00","344.50","-10.5000","2798"
"6533","晶心科","554428","227797228","423.00","423.00","406.50","409.00","-9.0000","938"
"6534","正瀚-創","33200","2777720","83.30","84.50","82.60","84.00","0.2000","27"
"6541","泰福-KY","134730","5716253","42.45","43.05","41.70","41.80","-0.5500","135"
"6550","北極星藥業-KY","1761298","129186339","73.50","74.10","72.50","72.90","-0.4000","1560"
"6552","易華電","3936148","215262780","50.70","55.60","50.30","55.60","5.0000","2537"
"6558","興能高","190257","4792736","25.25","25.50","24.95","25.00","-0.2500","169"
"6573","虹揚-KY","131404","1843503","14.10","14.25","13.80","13.85","-0.2000","60"
"6579","研揚","1508102","263879010","174.50","180.50","170.00","180.50","6.5000","1481"
"6581","鋼聯","76159","7919104","105.00","105.00","102.50","103.50","-1.5000","106"
"6582","申豐","193715","10074749","51.80","52.40","51.50","52.20","0.9000","237"
"6585","鼎基","1544813","279488295","186.50","189.50","176.50","180.50","-14.0000","1586"
"6591","動力-KY","588233","36514239","63.30","63.30","61.20","62.00","-1.1000","544"
"6592","和潤企業","675701","74743495","111.00","111.50","110.00","110.50","-0.5000","779"
"6592A","和潤企業甲特","3203","317734","99.40","99.40","98.80","98.80","-0.6000","10"
"6592B","和潤企業乙特","7775","742330","95.50","95.50","95.40","95.50","0.0000","18"
"6598","ABC-KY","33620","687382","20.00","20.60","20.00","20.50","0.5000","50"
"6605","帝寶","1123130","253939610","222.00","228.50","221.50","225.00","4.0000","1390"
"6606","建德工業","160950","4585303","27.80","29.25","27.80","27.85","0.1500","128"
"6625","必應","94551","8958422","95.90","95.90","94.30","94.40","-0.8000","123"
"6641","基士德-KY","7000","290300","41.50","41.50","41.30","41.50","0.0000","3"
"6645","金萬林-創","53813","1990138","37.10","37.10","36.95","37.00","-0.1500","36"
"6655","科定","8006","1016783","127.00","127.00","127.00","127.00","0.0000","4"
"6657","華安","62086","3183034","51.50","51.50","51.00","51.30","-0.2000","66"
"6658","聯策","905771","43405985","46.40","49.40","46.40","48.05","2.5500","856"
"6666","羅麗芬-KY","33316","2075363","63.10","63.10","62.00","62.50","-0.4000","94"
"6668","中揚光","1620240","98454641","62.80","62.80","60.00","60.90","-1.9000","1401"
"6669","緯穎","1185366","3077766070","2625.00","2625.00","2535.00","2610.00","0.0000","2404"
"6670","復盛應用","382380","114740519","301.00","303.00","297.50","300.50","-4.5000","743"
"6671","三能-KY","60486","2750810","44.85","46.45","44.80","45.50","0.0500","86"
"6672","騰輝電子-KY","200039","16589267","84.50","84.60","82.50","82.50","-1.3000","231"
"6674","鋐寶科技","102177","2863119","28.95","28.95","27.05","28.25","-0.8500","103"
"6689","伊雲谷","1366352","141386530","104.50","107.00","100.50","101.00","-1.0000","1455"
"6691","洋基工程","674777","280265654","405.00","419.50","405.00","417.50","12.5000","1229"
"6695","芯鼎","1204415","76542936","66.00","66.00","62.20","63.60","-2.0000","1078"
"6698","旭暉應材","495364","18134076","37.85","37.85","36.00","36.25","-1.7500","603"
"6706","惠特","5764496","465336148","76.60","84.20","75.00","84.20","7.6000","4191"
"6715","嘉基","309784","53608291","174.50","176.50","170.00","174.00","-0.5000","1049"
"6719","力智","1182092","344650148","297.00","300.50","288.00","288.50","-10.0000","5597"
"6742","澤米","165626","11212712","69.00","69.00","66.90","67.50","-1.5000","235"
"6743","安普新","546400","32400389","59.10","60.50","58.20","59.40","0.4000","389"
"6753","龍德造船","913371","107086881","119.50","121.00","115.50","115.50","-3.0000","994"
"6754","匯僑設計","111574","7216445","65.00","65.50","64.00","64.60","0.1000","125"
"6756","威鋒電子","159642","31877579","202.00","202.00","198.50","199.00","-2.0000","587"
"6757","台灣虎航-創","1583908","79133300","48.20","50.60","48.20","50.40","2.3000","678"
"6768","志強-KY","389511","37296654","95.90","96.60","95.00","95.00","-1.7000","536"
"6770","力積電","30059333","764233216","24.80","25.90","24.80","25.20","0.4500","11915"
"6771","平和環保-創","31045","2115978","68.60","68.80","67.80","68.40","0.6000","26"
"6776","展碁國際","155502","9810217","63.30","63.40","62.80","62.80","-0.5000","152"
"6781","AES-KY","151755","93685038","618.00","628.00","610.00","616.00","-2.0000","301"
"6782","視陽","1173483","322486863","276.00","282.00","265.00","278.50","4.0000","4792"
"6789","采鈺","3860372","1210455681","316.00","318.50","306.00","309.00","-4.0000","20925"
"6790","永豐實","199328","10368237","52.10","52.20","51.90","52.00","-0.1000","201"
"6792","詠業","24828","2016302","81.40","81.40","81.00","81.00","-0.8000","46"
"6794","向榮生技-創","23000","1908900","85.80","85.80","82.00","84.00","-0.9000","19"
"6796","晉弘","146372","12300483","83.00","85.80","82.60","85.50","2.6000","161"
"6799","來頡","636929","92944265","144.00","149.00","143.50","144.00","1.0000","649"
"6805","富世達","5072655","3876544764","728.00","775.00","723.00","775.00","70.0000","6944"
"6806","森崴能源","4032363","530782847","133.50","134.50","129.50","129.50","-2.0000","3865"
"6807","峰源-KY","757639","44797288","58.70","60.80","57.00","59.90","4.0000","768"
"6830","汎銓","523598","71600992","136.00","139.50","135.00","135.00","2.0000","512"
"6834","天二科技","1579575","58265883","35.95","37.55","35.10","37.55","3.4000","776"
"6835","圓裕","265794","14415038","53.10","54.80","53.10","54.00","0.6000","214"
"6854","錼創科技-KY創","41000","3160100","77.50","77.50","76.50","76.50","-0.7000","30"
"6861","睿生光電","131346","9624547","72.30","74.10","72.30","73.40","1.1000","123"
"6863","永道-KY","1840046","417244895","244.00","245.50","219.00","222.00","-21.0000","3168"
"6869","雲豹能源-創","326000","41521000","129.50","129.50","125.50","125.50","-3.0000","225"
"6873","泓德能源-創","198000","33326500","170.50","172.00","166.50","166.50","-3.5000","141"
"6901","鑽石投資","3709664","153259556","40.95","42.20","40.55","40.95","0.0000","1967"
"6902","走著瞧-創","13001","2069660","158.50","159.50","158.00","159.50","0.0000","13"
"6906","現觀科","131088","21188707","167.00","167.00","157.00","157.00","-2.5000","187"
"6914","阜爾運通","295999","50442757","171.50","173.00","168.00","169.00","-3.0000","472"
"6916","華凌","22808","603244","26.80","26.80","26.30","26.40","-0.2000","36"
"6928","攸泰科技","262398","20821366","81.00","81.50","78.70","78.90","-3.8000","348"
"6933","AMAX-KY","324988","108623790","328.50","342.50","326.50","330.00","-6.5000","711"
"6937","天虹","242946","49678520","210.00","210.00","202.00","204.50","4.5000","718"
"6949","沛爾生醫-創","129000","16147500","130.50","130.50","121.00","128.50","-2.5000","72"
"8011","台通","4195804","96922908","23.25","23.65","22.70","23.10","1.0000","2322"
"8016","矽創","1291256","351156475","268.50","273.50","268.00","272.00","5.0000","1691"
"8021","尖點","840927","27041158","31.95","32.60","31.95","32.00","0.1500","660"
"8028","昇陽半導體","6631557","423860912","63.50","65.00","62.70","64.10","0.0000","3721"
"8033","雷虎","3927782","278446484","73.20","73.80","68.90","69.00","-3.6000","3455"
"8039","台虹","2326079","126934129","54.50","55.00","53.80","55.00","1.0000","1584"
"8046","南電","2756364","525910760","193.00","193.50","189.50","191.00","-3.5000","3031"
"8070","長華*","9092734","468614451","51.70","52.30","50.60","51.40","-0.3000","4208"
"8072","陞泰","124729","3571486","29.00","29.05","28.30","28.40","-0.3000","178"
"8081","致新","483072","151596787","313.00","317.00","311.50","315.00","4.0000","1386"
"8101","華冠","105504","375240","3.75","3.75","3.48","3.63","0.0800","32"
"8103","瀚荃","1533826","75699773","49.80","50.20","48.00","50.20","-0.3000","1391"
"8104","錸寶","669492","23284890","35.80","36.05","34.15","34.20","-1.7000","648"
"8105","凌巨","3055651","42855207","14.35","14.35","13.80","13.90","-0.4000","1218"
"8110","華東","8185545","159791019","19.15","19.75","19.05","19.55","0.5000","2982"
"8112","至上","13695678","1172089035","85.30","86.40","84.20","85.60","1.0000","10139"
"8112A","至上甲特","33224","1442744","43.45","43.45","43.40","43.40","0.0000","22"
"8114","振樺電","2197417","338544781","150.00","157.50","149.50","154.00","4.5000","2198"
"8131","福懋科","697568","27024095","38.60","39.05","38.40","39.05","0.2500","354"
"8150","南茂","2336423","102767185","44.25","44.35","43.50","43.50","-0.5000","1730"
"8162","微矽電子-創","76000","2932950","37.70","39.00","37.70","38.85","1.3500","43"
"8163","達方","2461053","169269813","67.70","69.40","67.30","69.10","1.1000","1679"
"8201","無敵","210342","3934468","18.95","19.00","18.45","18.45","-0.3500","118"
"8210","勤誠","2952860","897036529","312.00","313.00","299.50","299.50","-10.5000","3390"
"8213","志超","709234","27490728","39.00","39.00","38.65","38.70","-0.3000","403"
"8215","明基材","387321","12842155","33.35","33.35","33.05","33.05","-0.1500","409"
"8222","寶一","1004798","44337850","45.20","45.20","43.45","43.45","-1.1500","753"
"8249","菱光","68005","2019684","29.90","29.90","29.55","29.55","0.1000","79"
"8261","富鼎","225093","18610584","83.00","83.60","82.10","82.10","-0.9000","282"
"8271","宇瞻","542115","36092944","67.10","67.60","66.20","66.20","-0.9000","549"
"8341","日友","140242","13822625","97.90","99.20","97.90","98.30","0.4000","573"
"8367","建新國際","191515","9603944","49.80","51.50","49.30","49.70","0.2500","258"
"8374","羅昇","1819330","113493533","68.80","68.80","60.30","60.30","-6.7000","1088"
"8404","百和興業-KY","677215","14410088","21.50","21.80","21.00","21.25","-0.3000","558"
"8411","福貞-KY","60612","854916","14.10","14.15","14.00","14.10","0.0000","180"
"8422","可寧衛","296771","56955499","192.50","193.00","190.50","192.00","0.0000","401"
"8429","金麗-KY","324900","3259218","10.05","10.15","9.98","10.00","-0.1000","273"
"8438","昶昕","745377","29405338","41.00","41.00","38.30","38.50","0.0000","576"
"8442","威宏-KY","104229","12573232","123.00","123.00","119.50","120.00","-3.0000","87"
"8443","阿瘦","37916","460233","12.15","12.15","12.05","12.15","0.0000","158"
"8454","富邦媒","683798","298815392","443.00","447.50","433.00","433.00","-9.0000","1970"
"8462","柏文","93167","11356553","121.00","124.00","120.50","122.00","1.0000","184"
"8463","潤泰材","441015","13054854","29.75","30.15","29.15","29.30","-0.2500","365"
"8464","億豐","1546749","590859364","377.00","386.00","377.00","379.50","4.5000","1159"
"8466","美吉吉-KY","231422","14005402","59.10","61.80","58.80","61.40","1.4000","180"
"8467","波力-KY","123674","20485011","171.50","171.50","164.00","165.00","-4.5000","135"
"8473","山林水","594678","23559493","40.60","40.70","39.15","39.25","-1.3500","509"
"8476","台境","90300","5306558","59.00","59.40","58.40","58.50","-0.3000","80"
"8478","東哥遊艇","247565","92462663","379.50","380.00","369.00","369.00","-4.5000","526"
"8481","政伸","151152","8332518","56.00","56.50","54.40","55.50","0.5000","142"
"8482","商億-KY","4000","254000","63.20","63.80","63.20","63.80","-0.4000","4"
"8487","愛爾達-創","13070","1057070","81.20","81.20","80.60","81.20","-0.3000","13"
"8488","吉源-KY","29132","468323","16.20","16.20","15.95","16.00","-0.2000","18"
"8499","鼎炫-KY","16732","2090498","124.50","125.50","124.50","125.50","0.5000","21"
"8926","台汽電","3418104","162042471","47.90","47.90","47.05","47.10","-1.5000","5006"
"8940","新天地","117436","3059626","26.15","26.35","25.85","25.95","-0.1500","115"
"8996","高力","585681","278073065","477.50","482.00","467.00","475.00","-17.0000","744"
"9103","美德醫療-DR","8634720","62659453","6.97","7.48","6.94","7.19","0.3000","2772"
"910322","康師傅-DR","92012","1807782","20.00","20.00","19.45","19.55","-0.4500","164"
"9105","泰金寶-DR","42077484","193905839","4.70","4.73","4.53","4.53","-0.1500","6174"
"910861","神州-DR","34000","233520","7.05","7.05","6.80","6.94","-0.1200","20"
"9110","越南控-DR","27000","176590","7.23","7.23","6.40","6.59","0.0000","17"
"911608","明輝-DR","436150","1531670","3.67","3.67","3.41","3.61","-0.0600","118"
"911622","泰聚亨-DR","60000","305190","5.08","5.15","5.06","5.15","0.0200","19"
"911868","同方友友-DR","330072","426922","1.31","1.31","1.28","1.29","-0.0200","78"
"912000","晨訊科-DR","2377646","7964054","3.45","3.45","3.28","3.29","-0.1300","586"
"9136","巨騰-DR","146000","937530","6.45","6.45","6.40","6.40","-0.0400","58"
"9802","鈺齊-KY","912756","120817182","132.00","134.00","131.00","132.00","0.5000","801"
"9902","台火","917296","15667977","17.15","17.40","16.75","17.00","-0.2000","595"
"9904","寶成","6712486","250960141","37.55","37.80","37.15","37.25","-0.3000","3879"
"9905","大華","80376","1953022","24.30","24.35","24.25","24.35","0.0500","67"
"9906","欣巴巴","319654","28376474","90.60","91.00","87.50","88.00","-2.6000","344"
"9907","統一實","6907840","105287563","15.05","15.55","14.80","15.15","0.4500","2386"
"9908","大台北","121658","3934294","32.35","32.40","32.30","32.35","0.0000","113"
"9910","豐泰","1882662","300885180","158.00","161.50","158.00","160.00","-1.5000","2920"
"9911","櫻花","1028799","87774909","86.70","86.70","84.50","84.80","-2.4000","1634"
"9912","偉聯","476212","6324198","13.90","13.90","13.00","13.15","-0.8000","344"
"9914","美利達","750930","180195468","247.00","247.00","236.00","237.00","-3.0000","3507"
"9917","中保科","423852","53481044","125.50","127.50","125.00","126.50","-1.0000","543"
"9918","欣天然","5511","226815","41.15","41.15","41.10","41.10","0.0000","32"
"9919","康那香","11712118","269481554","21.80","23.80","21.80","23.20","1.5500","5640"
"9921","巨大","2221271","486492131","225.00","225.00","216.50","217.50","-8.5000","2524"
"9924","福興","1657349","94178314","57.40","57.40","56.50","56.70","-0.4000","1355"
"9925","新保","442075","18736188","42.05","42.75","42.00","42.75","0.6500","262"
"9926","新海","2383","130602","54.80","54.80","54.80","54.80","0.2000","14"
"9927","泰銘","1128708","88797681","79.60","79.60","78.20","78.60","-1.9000","1608"
"9928","中視","239458","5526300","23.65","23.65","22.40","22.70","0.0500","251"
"9929","秋雨","144102","2371689","15.80","16.70","15.80","16.45","0.5500","58"
